# id, s, p
456.000000,1.216641,0.111870
457.000000,1.238045,0.107850
458.000000,1.082675,0.139476
459.000000,0.499472,0.308724
460.000000,0.990686,0.160919
461.000000,-0.690059,0.245079
462.000000,0.761810,0.223087
463.000000,-0.355790,0.360999
464.000000,2.001192,0.022686
465.000000,0.873715,0.191137
466.000000,1.993653,0.023095
467.000000,3.540741,0.000200
468.000000,1.600378,0.054757
469.000000,0.406471,0.342198
470.000000,3.747271,0.000089
471.000000,5.648652,0.000000
472.000000,5.820207,0.000000
473.000000,-1.245713,0.106435
474.000000,5.579310,0.000000
475.000000,4.793318,0.000001
476.000000,7.094571,0.000000
477.000000,5.336726,0.000000
478.000000,-4.156245,0.000016
479.000000,1.413873,0.078700
480.000000,4.630764,0.000002
481.000000,-0.162152,0.435593
482.000000,1.947935,0.025711
483.000000,0.652951,0.256894
484.000000,-0.482926,0.314574
485.000000,1.290861,0.098376
486.000000,1.485730,0.068675
487.000000,-0.045848,0.481716
488.000000,1.326223,0.092383
489.000000,1.255192,0.104704
490.000000,0.206972,0.418016
491.000000,1.255427,0.104662
492.000000,0.285050,0.387803
493.000000,1.416761,0.078276
494.000000,1.246639,0.106265
495.000000,1.219803,0.111270
496.000000,0.784980,0.216233
497.000000,0.124843,0.450324
498.000000,0.479817,0.315679
499.000000,0.935271,0.174824
500.000000,0.758014,0.224221
501.000000,0.961810,0.168073
502.000000,1.063747,0.143722
503.000000,0.905082,0.182711
504.000000,0.319130,0.374814
505.000000,0.252886,0.400178
506.000000,-0.382383,0.351089
507.000000,0.309789,0.378361
508.000000,-0.088922,0.464572
509.000000,0.778832,0.218039
510.000000,0.121716,0.451562
511.000000,1.073896,0.141435
512.000000,-0.224253,0.411280
513.000000,0.052418,0.479098
514.000000,-0.285246,0.387728
515.000000,2.885378,0.001955
516.000000,2.622990,0.004358
517.000000,3.935107,0.000042
518.000000,8.065253,0.000000
519.000000,-1.461644,0.071919
520.000000,5.653478,0.000000
521.000000,5.225092,0.000000
522.000000,4.414225,0.000005
523.000000,-0.379566,0.352134
524.000000,-2.174375,0.014838
525.000000,1.811580,0.035026
526.000000,0.289004,0.386289
527.000000,0.081556,0.467500
528.000000,0.779436,0.217862
529.000000,0.261782,0.396745
530.000000,0.226579,0.410375
531.000000,2.327200,0.009977
532.000000,0.105143,0.458131
533.000000,-0.159871,0.436491
534.000000,-0.506170,0.306368
535.000000,0.014185,0.494341
536.000000,0.806895,0.209863
537.000000,1.678848,0.046591
538.000000,1.634933,0.051032
539.000000,1.121527,0.131032
540.000000,1.165343,0.121940
541.000000,0.947000,0.171819
542.000000,1.276764,0.100843
543.000000,1.055840,0.145521
544.000000,0.885659,0.187901
545.000000,1.034506,0.150450
546.000000,1.251675,0.105344
547.000000,1.258156,0.104168
548.000000,1.129307,0.129384
549.000000,1.509686,0.065562
550.000000,0.754336,0.225324
551.000000,0.818802,0.206450
552.000000,1.082088,0.139607
553.000000,0.840240,0.200387
554.000000,2.418039,0.007802
555.000000,1.805054,0.035533
556.000000,0.594760,0.276002
557.000000,1.402144,0.080436
558.000000,-0.088962,0.464556
559.000000,0.717957,0.236392
560.000000,4.343048,0.000007
561.000000,-4.669497,0.000002
562.000000,4.292050,0.000009
563.000000,9.569152,0.000000
564.000000,7.899718,0.000000
565.000000,2.139180,0.016211
566.000000,-4.617510,0.000002
567.000000,6.451330,0.000000
568.000000,-0.967119,0.166742
569.000000,3.946889,0.000040
570.000000,0.921738,0.178333
571.000000,1.522855,0.063897
572.000000,-0.149942,0.440405
573.000000,0.458040,0.323462
574.000000,3.507330,0.000226
575.000000,2.413189,0.007907
576.000000,1.214559,0.112267
577.000000,1.478627,0.069620
578.000000,0.841130,0.200138
579.000000,-0.524626,0.299922
580.000000,0.549275,0.291408
581.000000,1.530690,0.062923
582.000000,1.747547,0.040271
583.000000,1.545596,0.061101
584.000000,1.650385,0.049432
585.000000,1.478660,0.069616
586.000000,1.444343,0.074321
587.000000,0.710158,0.238803
588.000000,0.904605,0.182837
589.000000,1.003172,0.157889
590.000000,1.170055,0.120989
591.000000,1.144997,0.126105
592.000000,1.005382,0.157357
593.000000,1.297406,0.097246
594.000000,1.160025,0.123019
595.000000,1.341264,0.089917
596.000000,1.016275,0.154749
597.000000,1.983843,0.023637
598.000000,1.837282,0.033084
599.000000,1.441468,0.074726
600.000000,1.552732,0.060244
601.000000,2.096746,0.018008
602.000000,2.755446,0.002931
603.000000,-1.639711,0.050533
604.000000,4.199558,0.000013
605.000000,3.709982,0.000104
606.000000,1.579359,0.057127
607.000000,6.846645,0.000000
608.000000,0.046113,0.481610
609.000000,6.504264,0.000000
610.000000,5.586839,0.000000
611.000000,7.498445,0.000000
612.000000,6.870471,0.000000
613.000000,4.151970,0.000016
614.000000,2.831666,0.002315
615.000000,-2.068950,0.019275
616.000000,0.677339,0.249096
617.000000,3.568161,0.000180
618.000000,0.547371,0.292062
619.000000,1.584837,0.056502
620.000000,1.154159,0.124218
621.000000,2.709118,0.003373
622.000000,1.030239,0.151449
623.000000,0.820348,0.206009
624.000000,0.742674,0.228840
625.000000,1.293835,0.097861
626.000000,1.456782,0.072588
627.000000,1.816248,0.034666
628.000000,1.597828,0.055041
629.000000,1.731763,0.041658
630.000000,1.750829,0.039988
631.000000,1.620957,0.052513
632.000000,1.808697,0.035249
633.000000,1.338135,0.090426
634.000000,1.555121,0.059959
635.000000,1.261439,0.103575
636.000000,0.810968,0.208692
637.000000,1.034648,0.150417
638.000000,1.600401,0.054755
639.000000,1.406766,0.079748
640.000000,1.367095,0.085798
641.000000,1.838879,0.032966
642.000000,0.790520,0.214612
643.000000,0.409480,0.341094
644.000000,2.601291,0.004644
645.000000,0.159489,0.436642
646.000000,-0.200034,0.420727
647.000000,2.611094,0.004513
648.000000,-2.503987,0.006140
649.000000,6.137394,0.000000
650.000000,5.996864,0.000000
651.000000,1.562580,0.059076
652.000000,0.668077,0.252042
653.000000,-3.329361,0.000435
654.000000,-0.864328,0.193704
655.000000,5.228872,0.000000
656.000000,5.257041,0.000000
657.000000,-2.941307,0.001634
658.000000,4.357011,0.000007
659.000000,6.667202,0.000000
660.000000,2.399112,0.008217
661.000000,-0.630844,0.264071
662.000000,1.834987,0.033254
663.000000,0.667249,0.252307
664.000000,1.420461,0.077737
665.000000,0.623664,0.266424
666.000000,0.916017,0.179829
667.000000,0.330749,0.370417
668.000000,0.894372,0.185562
669.000000,1.370553,0.085257
670.000000,1.198494,0.115362
671.000000,1.331690,0.091481
672.000000,1.159834,0.123058
673.000000,1.358863,0.087095
674.000000,1.667798,0.047678
675.000000,1.943381,0.025985
676.000000,1.636229,0.050896
677.000000,1.657371,0.048722
678.000000,1.676083,0.046861
679.000000,1.512267,0.065233
680.000000,0.970239,0.165964
681.000000,0.978685,0.163868
682.000000,1.209299,0.113274
683.000000,1.103950,0.134807
684.000000,1.909133,0.028122
685.000000,1.560537,0.059317
686.000000,1.445194,0.074202
687.000000,1.135183,0.128149
688.000000,1.955029,0.025290
689.000000,-0.250189,0.401221
690.000000,2.588103,0.004825
691.000000,2.787337,0.002657
692.000000,3.617445,0.000149
693.000000,-1.255322,0.104681
694.000000,5.074238,0.000000
695.000000,4.876572,0.000001
696.000000,-0.393966,0.346803
697.000000,0.304198,0.380488
698.000000,2.678052,0.003703
699.000000,1.625872,0.051988
700.000000,-0.186725,0.425938
701.000000,-2.515721,0.005939
702.000000,3.377863,0.000365
703.000000,-2.268921,0.011637
704.000000,0.203137,0.419514
705.000000,-0.051259,0.479560
706.000000,0.932035,0.175659
707.000000,0.762507,0.222879
708.000000,1.645899,0.049892
709.000000,1.776407,0.037833
710.000000,1.434852,0.075665
711.000000,1.505676,0.066075
712.000000,1.376854,0.084279
713.000000,1.432834,0.075953
714.000000,1.109839,0.133534
715.000000,1.269922,0.102056
716.000000,1.303778,0.096155
717.000000,1.433121,0.075912
718.000000,1.692920,0.045235
719.000000,1.406815,0.079741
720.000000,0.904323,0.182912
721.000000,1.534529,0.062450
722.000000,1.438561,0.075137
723.000000,0.199706,0.420855
724.000000,0.892136,0.186160
725.000000,1.329042,0.091917
726.000000,1.254481,0.104834
727.000000,1.494741,0.067491
728.000000,0.902188,0.183479
729.000000,0.961398,0.168176
730.000000,1.154969,0.124052
731.000000,-0.050667,0.479795
732.000000,0.866704,0.193052
733.000000,1.447430,0.073888
734.000000,0.601836,0.273642
735.000000,0.224816,0.411061
736.000000,2.703191,0.003434
737.000000,3.313055,0.000461
738.000000,1.644475,0.050039
739.000000,2.193518,0.014135
740.000000,1.629944,0.051557
741.000000,1.678246,0.046650
742.000000,4.106228,0.000020
743.000000,2.347134,0.009459
744.000000,1.130927,0.129043
745.000000,-0.906205,0.182414
746.000000,1.394247,0.081621
747.000000,-0.034430,0.486267
748.000000,0.746047,0.227820
749.000000,0.729755,0.232770
750.000000,0.733796,0.231537
751.000000,0.698378,0.242471
752.000000,1.082492,0.139517
753.000000,1.703244,0.044261
754.000000,1.429889,0.076374
755.000000,1.406236,0.079827
756.000000,1.629031,0.051653
757.000000,1.521401,0.064080
758.000000,1.371590,0.085096
759.000000,1.137860,0.127589
760.000000,1.357440,0.087321
761.000000,1.357904,0.087247
762.000000,1.450634,0.073441
763.000000,1.539309,0.061864
764.000000,1.817852,0.034543
765.000000,1.507323,0.065864
766.000000,0.377812,0.352785
767.000000,0.633248,0.263286
768.000000,0.559627,0.287867
769.000000,0.679248,0.248490
770.000000,1.162732,0.122469
771.000000,0.891737,0.186267
772.000000,1.438719,0.075115
773.000000,1.429323,0.076456
774.000000,0.463993,0.321327
775.000000,0.752078,0.226002
776.000000,0.327938,0.371479
777.000000,2.789988,0.002635
778.000000,2.631345,0.004252
779.000000,3.747304,0.000089
780.000000,3.659585,0.000126
781.000000,1.794251,0.036387
782.000000,3.320616,0.000449
783.000000,3.208705,0.000667
784.000000,2.968084,0.001498
785.000000,4.021631,0.000029
786.000000,1.136461,0.127882
787.000000,3.912960,0.000046
788.000000,3.605951,0.000156
789.000000,2.118148,0.017081
790.000000,1.153420,0.124369
791.000000,0.904634,0.182830
792.000000,-0.083003,0.466925
793.000000,-0.195439,0.422525
794.000000,0.754679,0.225221
795.000000,1.062349,0.144039
796.000000,0.898463,0.184469
797.000000,1.533191,0.062614
798.000000,1.133000,0.128607
799.000000,1.544907,0.061184
800.000000,1.505475,0.066101
801.000000,1.514189,0.064989
802.000000,1.295934,0.097499
803.000000,1.341045,0.089953
804.000000,1.180143,0.118972
805.000000,1.424261,0.077185
806.000000,1.655078,0.048954
807.000000,1.695430,0.044997
808.000000,1.582084,0.056815
809.000000,1.051141,0.146597
810.000000,1.143208,0.126476
811.000000,0.829467,0.203420
812.000000,0.924619,0.177582
813.000000,1.076230,0.140912
814.000000,0.910335,0.181323
815.000000,1.012200,0.155721
816.000000,1.557209,0.059710
817.000000,1.940346,0.026169
818.000000,1.901770,0.028601
819.000000,2.164082,0.015229
820.000000,1.463183,0.071709
821.000000,0.634715,0.262807
822.000000,-0.495776,0.310026
823.000000,0.567874,0.285060
824.000000,3.890792,0.000050
825.000000,0.680778,0.248006
826.000000,4.183589,0.000014
827.000000,-0.420550,0.337042
828.000000,3.782539,0.000078
829.000000,-1.095601,0.136627
830.000000,3.500578,0.000232
831.000000,0.341860,0.366228
832.000000,2.030480,0.021154
833.000000,2.400669,0.008183
834.000000,2.272296,0.011534
835.000000,0.856931,0.195742
836.000000,0.307916,0.379073
837.000000,0.847699,0.198303
838.000000,1.199756,0.115117
839.000000,1.192217,0.116588
840.000000,1.272945,0.101519
841.000000,1.307760,0.095477
842.000000,1.518098,0.064495
843.000000,1.539747,0.061811
844.000000,1.224382,0.110404
845.000000,1.187160,0.117582
846.000000,1.082326,0.139554
847.000000,1.564096,0.058897
848.000000,1.544468,0.061237
849.000000,1.162282,0.122560
850.000000,1.386374,0.082816
851.000000,1.263673,0.103174
852.000000,1.408276,0.079525
853.000000,1.330121,0.091739
854.000000,0.813378,0.208001
855.000000,1.221477,0.110953
856.000000,1.491090,0.067969
857.000000,1.731134,0.041714
858.000000,2.074232,0.019029
859.000000,1.861178,0.031360
860.000000,2.191767,0.014198
861.000000,1.881247,0.029969
862.000000,0.156683,0.437748
863.000000,-2.021513,0.021613
864.000000,1.742496,0.040711
865.000000,-0.440626,0.329742
866.000000,3.570000,0.000178
867.000000,0.303468,0.380767
868.000000,3.253231,0.000571
869.000000,2.601861,0.004636
870.000000,2.104701,0.017659
871.000000,2.670294,0.003789
872.000000,0.649575,0.257984
873.000000,1.838732,0.032977
874.000000,-0.467353,0.320123
875.000000,-0.574833,0.282702
876.000000,2.431855,0.007511
877.000000,2.344734,0.009520
878.000000,0.621655,0.267084
879.000000,0.654836,0.256287
880.000000,1.355422,0.087642
881.000000,1.347179,0.088961
882.000000,1.164029,0.122206
883.000000,1.460501,0.072076
884.000000,1.508908,0.065661
885.000000,1.429358,0.076451
886.000000,1.311903,0.094776
887.000000,1.279951,0.100281
888.000000,1.274405,0.101260
889.000000,1.568225,0.058414
890.000000,1.556492,0.059796
891.000000,1.676746,0.046796
892.000000,1.350212,0.088474
893.000000,1.302056,0.096449
894.000000,1.710614,0.043576
895.000000,1.536919,0.062157
896.000000,1.085688,0.138809
897.000000,1.123057,0.130707
898.000000,1.408659,0.079468
899.000000,1.638528,0.050656
900.000000,1.610241,0.053673
901.000000,2.142610,0.016072
902.000000,1.550310,0.060534
903.000000,0.676701,0.249298
904.000000,1.725715,0.042199
905.000000,1.914293,0.027791
906.000000,0.966634,0.166864
907.000000,1.307446,0.095531
908.000000,2.531905,0.005672
909.000000,2.129019,0.016626
910.000000,2.506138,0.006103
911.000000,3.218801,0.000644
912.000000,3.218713,0.000644
913.000000,0.591159,0.277207
914.000000,0.006667,0.497340
915.000000,0.312277,0.377415
916.000000,0.656133,0.255869
917.000000,2.955223,0.001562
918.000000,1.731815,0.041653
919.000000,0.512576,0.304124
920.000000,0.785075,0.216205
921.000000,1.103264,0.134956
922.000000,1.332777,0.091302
923.000000,1.536710,0.062182
924.000000,1.139869,0.127170
925.000000,1.376517,0.084331
